id,title_original,title_original_lang,title_en,title_ja,year_made,content_type,country_origin
2133,An Alphabet of Dinosaurs,en,,,1989,Other,
2134,Andy's Gang,en,,,1958,Other,
2135,Annual First Aid Review,en,,,1988,Other,
2136,"Antelami, the Baptistery of Parma",en,,,1987,Other,
2137,ARC Across the Atlantic/Transatlantic Rally,en,,,1987,Other,
2138,Art for Whose Sake?,en,,,1987,Other,
2139,Art Nouveau,en,,,1987,Other,
2140,ARTSPECTRUM,en,,,1987,Other,
2141,At the Foot of the Tree: A Homage to Steinlen,en,,,1987,Other,
2142,At the Turn of the Age: Hans Holbein,en,,,1987,Other,
2143,Avant Garde and Experimental Film Program 1,en,,,1934,Other,
2144,Avant-Garde #2,en,,,1924,Other,
2145,Babes in the Woods,en,,,1917,Other,
2146,Baby Face Harry Langdon,en,,,1926,Other,
2147,Ballet Macanique,en,,,1924,Other,
2148,Base Running,en,,,1984,Other,
2149,Basic Principles of Electricity,en,,,19??,Other,
2150,Battling Orioles,en,,,1924,Other,
2151,Bauhaus: Its Impact on the World of Design (1919-1923),en,,,1987,Other,
2152,"Beaune, Roger van der Weyden",en,,,1987,Other,
2153,Ben Turpin: An Eye for an Eye,en,,,1924,Other,
2154,Beyond Excellence: The Super Achievers,en,,,1989,Other,
2155,Beyond the Limits,en,,,1983,Other,
2156,Bill and Coo,en,,,1947,Other,
2157,Biomes Series,en,,,1989,Other,
2158,Bird of Paradise,en,,,1932,Other,
2159,Blood and Steel,en,,,1925,Other,
2160,Blue Blazes Rawden,en,,,1918,Other,
2161,Bolshoi Ballet: Les Sylphides,en,,,1984,Other,
2162,Botticelli's Calumny of Apelles,en,,,1987,Other,
2163,"Bowling with Nelson Burton, Jr.",en,,,1987,Other,
2164,Buddy Barnes: Live from Studio B,en,,,1982,Other,
2165,Budgeting,en,,,1986,Other,
2166,Burning Question: American Children-Diet of Danger,en,,,1989,Other,
2167,"Business Writing: Quick, Clear, Concise",en,,,1992,Other,
2168,Can We Please Have That the Right Way Round?,en,,,1976,Other,
2169,Can You Spare a Moment?,en,,,1988,Other,
2170,Cannonball Winds Newport to Bermude Yacht Race (1988),en,,,1988,Other,
2171,Cardiac Arrest: Effective Life Support,en,,,1989,Other,
2172,Caspar David Friedrich: Landscape as Language,en,,,1987,Other,
2173,Caution: Funny Men at Work!,en,,,1990,Other,
2174,Charles Rennie Mackintosh,en,,,1987,Other,
2175,Charlie Chaplin … Our Hero!,en,,,1915,Other,
2176,Charlie Chaplin's Keystone Comedies #4,en,,,1914,Other,
2177,Chemical People Education Modules,en,,,1984,Other,
2178,Chico Hamilton: The Jazz Life,en,,,1982,Other,
2179,Child of the Prairie,en,,,1918,Other,
2180,Circle of Light: The Photography of Pamela Bone,en,,,1987,Other,
2181,Climax!: The Adventures of Huckleberry Finn,en,,,1955,Other,
2182,Coaching Skills: Developing a Better Employee,en,,,19??,Other,
2183,Color Adventures of Superman,en,,,194?,Other,
2184,Communications: The Printed Word,en,,,1973,Other,
2185,Competing Through Customer Service,en,,,1989,Other,
2186,Competing Through Manufacturing,en,,,1989,Other,
2187,Conducting an Effective Job Interview,en,,,1988,Other,
2188,"Confined Spaces, Deadly Places",en,,,19??,Other,
2189,Conquest of Everest,en,,,1953,Other,
2190,Conquest of the North Pole,en,,,1912,Other,
2191,Cops/One Week,en,,,1922,Other,
2192,Corot (1796-1875),en,,,1987,Other,
2193,"Cost, Profit, and Break-Even",en,,,1980,Other,
2194,Crack: Cheap and Dangerous,en,,,1986,Other,
2195,Creating Excellence,en,,,1987,Other,
2196,Creating the Image,en,,,1987,Other,
2197,Creating the Print,en,,,1987,Other,
2198,Crossroads: A Nurse's Story,en,,,1988,Other,
2199,Customer Care Classic Moments,en,,,1991,Other,
2200,Dangerous Hours,en,,,1919,Other,
2201,Dangerous Passage,en,,,1944,Other,
2202,"Darling, Do You Love Me?",en,,,1968,Other,
2203,Daughters of Eve,en,,,192?,Other,
2204,Daumier,en,,,1987,Other,
2205,Day Breaks,en,,,1991,Other,
2206,"Decisions, Decisions (Management)",en,,,1978,Other,
2207,Degas Dancers,en,,,1987,Other,
2208,Delacroix,en,,,1987,Other,
2209,Designing the Urban Environment,en,,,1976,Other,
2210,Detour to Danger,en,,,1945,Other,
2211,"Die Brucke, (The Bridge), The Birth of Modern Art in Germany",en,,,1987,Other,
2212,"Digging for the History of Man: Babylonians, Sumerians, Hittites, Greeks, Romans and Sassanians",en,,,1987,Other,
2213,Dijon: The Four Grand Dukes of Burgandy,en,,,1987,Other,
2214,"Dina in the King's Garden, Maillol Sculpture",en,,,1987,Other,
2215,Documenting Discipline,en,,,1991,Other,
2216,Dog Eat Dog,en,,,1964,Other,
2217,Don't Gamble with Bloodborne Disease,en,,,19??,Other,
2218,Don't Panic: Responding to a Hazardous Materials Incident,en,,,1995,Other,
2219,Downtowns for People,en,,,1971,Other,
2220,Exploring Photography: Action Photography,en,,,1986,Other,
2221,FairyTale: A True Story,en,,,1997,Other,
2222,"Florence Henderson's Looking Great, Feeling Great",en,,,,Other,
2223,How to Play Winning Doubles [Tennis],en,,,1986,Other,
2224,"Images of the Masters, A Photography Showcase: Creating The Image",en,,,1987,Other,
2225,Jack Nicklaus: Golf My Way,en,,,1987,Other,
2226,Kirov Ballet: Classic Ballet Night,en,,,1990,Other,
2227,Magic Moments: Capture Them In Pictures!,en,,,1987,Other,
2228,Marathon Man,en,,,1976,Other,
2229,NCAA Instructional Video Tapes,en,,,,Other,
2230,NCAA Instructional Video Tapes -  Baseball: Baseball Running,en,,,,Other,
2231,NCAA Instructional Video Tapes -  Baseball: Catching,en,,,,Other,
2232,NCAA Instructional Video Tapes -  Baseball: Infield Play,en,,,,Other,
2233,NCAA Instructional Video Tapes -  Baseball: Pitching Drills,en,,,,Other,
2234,NCAA Instructional Video Tapes -  Basketball: Defensing the Pivot Man,en,,,,Other,
2235,NCAA Instructional Video Tapes -  Basketball: Offensive Post Play,en,,,,Other,
2236,NCAA Instructional Video Tapes -  Basketball: Passing Techniques,en,,,,Other,
2237,NCAA Instructional Video Tapes -  Gymnastics: The Rings,en,,,,Other,
2238,NCAA Instructional Video Tapes -  Ice Hockey: Goal Tending,en,,,,Other,
2239,NCAA Instructional Video Tapes -  Ice Hockey: Passing & Receiving,en,,,,Other,
2240,NCAA Instructional Video Tapes -  Lacrosse: Basic Skills,en,,,,Other,
2241,NCAA Instructional Video Tapes -  Lacrosse: Goalkeeper Play,en,,,,Other,
2242,NCAA Instructional Video Tapes -  Lacrosse: Individual Defense,en,,,,Other,
2243,NCAA Instructional Video Tapes -  Track & Field: Discus,en,,,,Other,
2244,NCAA Instructional Video Tapes -  Track & Field: Hurdling,en,,,,Other,
2245,NCAA Instructional Video Tapes -  Track & Field: Hurdling Techniques,en,,,,Other,
2246,NCAA Instructional Video Tapes -  Track & Field: Long Jump,en,,,,Other,
2247,NCAA Instructional Video Tapes -  Track & Field: The Discus,en,,,,Other,
2248,NCAA Instructional Video Tapes -  Track & Field: Triple Jump,en,,,,Other,
2249,"NCAA Instructional Video Tapes -  Volleyball: Passing, Setting & Spiking",en,,,,Other,
2250,"NCAA Instructional Video Tapes -  Volleyball: Serving, Blocking & Defenses",en,,,,Other,
2251,NCAA Instructional Video Tapes - Crew: Fundamentals,en,,,,Other,
2252,NCAA Instructional Video Tapes - Gymnastics: Pommel Horse,en,,,,Other,
2253,NCAA Instructional Video Tapes - Gymnastics: The Pommel Horse,en,,,,Other,
2254,NCAA Instructional Video Tapes - Soccer: Goal Keeping,en,,,,Other,
2255,NCAA Instructional Video Tapes - Soccer: Shooting,en,,,,Other,
2256,NCAA Instructional Video Tapes - Women's Softball: Pitching,en,,,,Other,
2257,Paris Opera Ballet: Seven Ballets,en,,,,Other,
2258,Pikant Gevrij in de Alpenwei,en,,,,Other,
2259,Shimizu Kuniaki's Nature is My Friend! Go Go Family Camping,en,,清水國明の 自然は友だち! ゴーゴー家族キャンピング,1990,Other,
2260,Sony: Handy Guide to Handycam,en,,,1991,Other,
2261,Tango - The Geneva Grand Theatre Ballet,en,,,1987,Other,
2262,The Abe Lincoln of Ninth Avenue,en,,,1939,Other,
2263,The Adorable Cheat,en,,,1928,Other,
2264,The Adventures of Superman: Stamp Day for Superman,en,,,1953,Other,
2265,The Atlantic Circle: A One-Year Cruise Around the Pond,en,,,1989,Other,
2266,The Babysitter Series,en,,,1980,Other,
2267,The Balance Sheet Barrier,en,,,1977,Other,
2268,The Broadway Drifter,en,,,1927,Other,
2269,The Case of the Mukkinese Battle Horn,en,,,1956,Other,
2270,The Cathedral of Speyer,en,,,1987,Other,
2271,The Cats and Mice of Paul Terry,en,,,1928,Other,
2272,The Champions/His New Job,en,,,1915,Other,
2273,The Chevy Mystery Show: I Know What I'd Have Done,en,,,1960,Other,
2274,The Claw,en,,,1927,Other,
2275,The Cold Call,en,,,1976,Other,
2276,The Control of Working Capital,en,,,1977,Other,
2277,The Customer is Always Dwight,en,,,1989,Other,
2278,The Disciple,en,,,1915,Other,
2279,The Dreaded Appraisal,en,,,1991,Other,
2280,The Making of Solstice: Quest for the Staff of Demnos,en,,,1990,Other,
2281,Thomas and Gordon and other stories,en,,,,Other,
2282,Trolling for Saltwater Fish,en,,,1989,Other,
2283,Captain Harlock,en,,,1981,Other,
2284,8mm Pocket Karaoke: Pops 2,en,,,,Other,Japan
2285,8mm Pocket Karaoke: Western Music,en,,,,Other,Japan
2286,8mm Video Shooting Techniques That Anyone Can Understand,en,,誰にでもわかる 8ミリビデオの撮影テクニック,1989,Other,Japan
2287,8mm Video Shooting Techniques That Anyone Can Understand Part II: How to shoot videos that will make a difference,en,,誰にでもわかる 8ミリビデオの撮影テクニック Part II: これでけ差がつくビデオの撮り方,1989,Other,Japan
2288,8mm Videogenic Audition by Sony,en,,,1990,Other,Japan
2289,Aso Mamiyako's First Yoga Class Part 1,en,,,,Other,Japan
2290,Aso Mamiyako's First Yoga Class Part 2,en,,,,Other,Japan
2291,AV Cooking,en,,AV クッキング,1988,Other,Japan
2292,Baby Zoo,en,,あかちゃんどうぶつえん,,Other,Japan
2293,Bunshun Travel Video Visits: Hawaii,en,,ハワイ 光あふれる島々,,Other,Japan
2294,Bunshun Travel Video Visits: New York,en,,,,Other,Japan
2295,Bunshun Travel Video Visits: Paris,en,,パリー恋の街、芸術の街,,Other,Japan
2296,Bunshun Travel Video Visits: Rome,en,,,,Other,Japan
2297,Bunshun Travel Video Visits: Spain,en,,スペイン 太陽の国,,Other,Japan
2298,Bunshun Travel Video Visits: Switzerland,en,,,,Other,Japan
2299,Check Out This Video! Ski Technique 1: Parallel,en,,ビデオでチェック! スキーテクニック 1 パラレル編,,Other,Japan
2300,Check Out This Video! Ski Technique 2: Wedeln,en,,ビデオでチェック! スキーテクニック 2 ウェーデルン編,1991,Other,Japan
2301,Eijun Takahashi: World of Floral Arrangements,en,,高橋永順/花あしらいの世界,,Other,Japan
2302,Enjoy Auto Camping Vol.1 Standard Camping,en,,Enjoy Auto Camping Vol.1 スタンダードオートキャンプ,1990,Other,Japan
2303,Enjoy Auto Camping Vol.2 Four Seasons Outdoors,en,,Enjoy Auto Camping Vol.2 四季アウトドア,1990,Other,Japan
2304,Enjoy Auto Camping Vol.3 Campsite & RV,en,,Enjoy Auto Camping Vol.3 キャンプサイト&RV,1990,Other,Japan
2305,Euro-Girl Mieke - Miss Euro-Girl Holland  ユーロ・ガール  ミーケ,ja,,Euro-Girl Mieke - Miss Euro-Girl Holland  ユーロ・ガール  ミーケ,1990,Other,Japan
2306,"First Words Video by Tarō Gomi - Video Picture Book 1 - Cat, Cat, Cat",en,,五味太郎・ビデオ絵本 1 ねこ・ねこ・ねこ,1985,Other,Japan
2307,"First Words Video by Tarō Gomi - Video Picture Book 2 - What, What, What",en,,五味太郎・ビデオ絵本 2 なに・なに・なに,1985,Other,Japan
2308,"First Words Video by Tarō Gomi - Video Picture Book 3 - Hey, Hey, Hey",en,,五味太郎・ビデオ絵本 3 ねえ・ねえ・ねえ,1985,Other,Japan
2309,Gal's Romantic Adventure in U.S.A. Vol. 1,en,,,1989,Other,Japan
2310,Gal's Romantic Adventure in U.S.A. Vol. 2,en,,,1989,Other,Japan
2311,Gal's Romantic Adventure in U.S.A. Vol. 3,en,,,1989,Other,Japan
2312,Globetrotting on Foot Vol. 1 - How to Play on Earth: Preparing for Immigration,en,,世界漫遊膝栗毛 Vol.2  地球の遊び方 出入国準備編,1991,Other,Japan
2313,Globetrotting on Foot Vol. 2 - How to Play on Earth: Los Angeles,en,,世界漫遊膝栗毛 Vol.2  地球の遊び方 ロサンゼルス編,1991,Other,Japan
2314,Handycam Beautiful Techniques: Amusement Parks and Sports Days,en,,ハンディカムビューティフルテクニック 遊園地・運動会編,1991,Other,Japan
2315,Handycam Beautiful Techniques: Skiing and Marine Sports,en,,ハンディカムビューティフルテクニック スキー・マリンスポーツ編,1991,Other,Japan
2316,Handycam Travel Technique by 8mm Videogenic,en,,ハンディカムトラベルテクニッ クby8ミリビデオジェニック,,Other,Japan
2317,Honami Suzuki in Palau,en,,鈴木保奈美  夏物語,1986,Other,Japan
2318,How to Use 8mm Video: Filming Techniques That Anyone Can Master,en,,8ミリビデオ大活用術  誰でもうまくなる撮影テクニックグ,,Other,Japan
2319,Infinite Escher,en,,,1990,Other,Japan
2320,Mt. Fuji - Computer Graphics Video,en,,,1985,Other,Japan
2321,My Friend Honda Soichiro,en,,"我が友 本田宗一郎  井深 大が語る""技術と格闘した男""",1991,Other,Japan
2322,"Nature is Our Friend! Go-Go Family Camping, by Kuniaki Shimizu",en,,清水国明の自然は友だち! ゴーゴー家族キャンピング,,Other,Japan
2323,New Video Walkman GV-100 Promotion Video,en,,,,Other,Japan
2324,NHK - Koala,en,,コアラ,,Other,Japan
2325,NHK - Otter,en,,ラッコ [Rakko],,Other,Japan
2326,NHK - Panda,en,,パンダ,,Other,Japan
2327,NHK Baby: Departure from the Womb,en,,赤ちゃん・胎内からの出発,1986,Other,Japan
2328,Paris Non-No,en,,,,Other,Japan
2329,Promotional tape case + insert Nov 1991-Mar 1992 with 10 titles for 2800 yen each (Robocop cover),en,,,,Other,Japan
2330,"Qi Activation Self-Development Series Vol. 2: Gentle Health Exercises, Basic Edition",en,,気をひき出す自己開発法シリーズ Vol. 2 やさしい健康体操 基礎編,1990,Other,Japan
2331,"Qi Activation Self-Development Series Vol. 6: Healthy Lifestyle for Exam Preparation to ""Make the Cherry Blossoms Bloom""",en,,"気をひき出す自己開発法シリーズ Vol. 6 ""サクラサク""ための受験生活健康法",1990,Other,Japan
2332,Sail On - Wind Surfing It's My Life,en,,,,Other,Japan
2333,Sesame Street - Dont Eat the Pictures,en,,美術館へ行こう,1987,TV,US
2334,Sesame Street - Big Bird in China,en,,ビッグバード中国の旅,1983,TV,US
2335,Sesame Street  - Christmas Eve on Sesame Street,en,,セサミストリートのクリスマス,1978,TV,US
2336,Sesame Street - Sing Yourself Silly!,en,,ハチャメチャソング,1990,TV,US
2337,Sesame Street - Visits the Hospital,en,,セサミストリートスペシャル VISITS THE HOSPITAL,1990,TV,US
2338,Sesame Street Home Video Vol. 1 - Learning About Letters,en,,セサミ・ストリート・ビデオ Vol.1,1989,TV,US
2339,Sesame Street Home Video Vol. 2 - Learning About Numbers,en,,セサミ・ストリート・ビデオ Vol.2,1989,TV,US
2340,Sesame Street Home Video Vol. 3 - Getting Ready to Read,en,,セサミ・ストリート・ビデオ Vol.3,1989,TV,US
2341,Sesame Street Home Video Vol. 4 - Play-Along Games & Songs,en,,セサミ・ストリート・ビデオ Vol.4,1989,TV,US
2342,Sesame Street Home Video Vol. 5 - I'm Glad I'm Me,en,,セサミ・ストリート・ビデオ Vol.5,1989,TV,US
2343,Sesame Street Home Video Vol. 6 - Bedtime Stories & Songs,en,,セサミ・ストリート・ビデオ Vol.6,1989,TV,US
2344,Sesame Street Home Video Vol. 7 - Getting Ready for School,en,,セサミ・ストリート・ビデオ Vol.7,1989,TV,US
2345,Sesame Street Home Video Vol. 8 - Learning to Add and Subtract,en,,セサミ・ストリート・ビデオ Vol.8,1989,TV,US
2346,Sesame Street Home Video Vol. 9 - Sing Along,en,,セサミ・ストリート・ビデオ Vol.9,1989,TV,US
2347,Sesame Street Home Video Vol. 10 - Big Bird's Story Time,en,,セサミ・ストリート・ビデオ Vol.10,1989,TV,US
2348,Sesame Street Home Video Vol. 11 - Count It Higher,en,,セサミ・ストリート・ビデオ Vol.11,1989,TV,US
2349,Sesame Street Home Video Vol. 12 - The Alphabet Game,en,,セサミ・ストリート・ビデオ Vol.12,1989,TV,US
2350,Sesame Street Home Video Vol. 13 - The Best of Ernie and Bert,en,,セサミ・ストリート・ビデオ Vol.13,1989,TV,US
2351,Sesame Street Home Video Vol. 14 - Big Bird's Favorite Party Games,en,,セサミ・ストリート・ビデオ Vol.14,1989,TV,US
2352,Shinya Yamamoto's How to Shoot Videos!,en,,山本晋也の ビヂオはこうして撮るですヨ!,,Other,Japan
2353,Sony Digital8 Concept Video,en,,Digital8 コンセプトビデオ,,Other,Japan
2354,Sony Handycam instruction Video - TR705,en,,ハンディカムTR705  取扱い説明ビデオ,,Other,Japan
2355,Sony Handycam Instruction Video - TR705・TR105・TR205,ja,,Handycam 取扱い説明ビデオ TR705・TR105・TR205,,Other,Japan
2356,Sony Handycam Sports Day TV Commercial Collection '00,en,,'00年 ハンディカム 運動会 TV-CM集,2000,Other,Japan
2357,Sony Handycam TV Commercial Collection '99 Summer,en,,'99 夏 ハンディカム TV-CM集,1999,Other,Japan
2358,Sony Handycam TV Commercial Collection '99 Year End,en,,'99 年末 ハンディカム TV-CM集,1999,Other,Japan
2359,Sony Handycam TV Commercial Collection,en,,ハンディカム TV-CM集,,Other,Japan
2360,Sony TV Commercial Collection 1989,en,,ソニーテレビCM集 1989,1989,Other,Japan
2361,Sony TV Commercial Collection 1990,en,,ソニーテレビCM集 1990,1990,Other,Japan
2362,Sony TV Commercial Collection 1990 Winter,en,,ソニーテレビCM集 1990 冬,1990,Other,Japan
2363,Sony TV Commercial Collection 1991 Summer,en,,ソニーテレビCM集 1991 夏,1991,Other,Japan
2364,驚異の小宇宙人体1  生命誕生,ja,The Universe Within Ep.1: The Birth of Life,驚異の小宇宙人体1  生命誕生,1989,Other,
2365,驚異の小宇宙人体2  しなやかなポンプ,ja,The Universe Within Ep.2: The Flexible Pump,驚異の小宇宙人体2  しなやかなポンプ,1989,Other,
2366,驚異の小宇宙人体3  消化吸収の妙,ja,The Universe Within Ep.3: The Wonders of Digestion and Absorption,驚異の小宇宙人体3  消化吸収の妙,1989,Other,
2367,驚異の小宇宙人体4  壮大な化学工場,ja,The Universe Within Ep.4: The Magnificent Chemical Plant,驚異の小宇宙人体4  壮大な化学工場,1989,Other,
2368,驚異の小宇宙人体5  なめらかな連携プレー,ja,The Universe Within Ep.5: Smooth Teamwork,驚異の小宇宙人体5  なめらかな連携プレー,1989,Other,
2369,驚異の小宇宙人体6  生命を守る,ja,The Universe Within Ep.6: Protecting Life,驚異の小宇宙人体6  生命を守る,1989,Other,
2370,The Escape Route Map 1: Higashiizu,en,,THEぬけ道MAP 1 東伊豆編,1989,Other,Japan
2371,The Escape Route Map 2: Karuizawa,en,,THEぬけ道MAP 2 軽井沢編,1989,Other,Japan
2372,The Escape Route Map 3: Shonan,en,,THEぬけ道MAP 3 湘南編,1989,Other,Japan
2373,The Escape Route Map 4: Gotemba & Fuji Five Lakes,en,,THEぬけ道MAP 4 御殿場・富士五湖編,1989,Other,Japan
2374,The Escape Route Map 5: Hakuba & Norita,en,,THEぬけ道MAP 5 白馬・乗鞍編,1989,Other,Japan
2375,The Escape Route Map 6: Mount Naeba & Manza,en,,THEぬけ道MAP 6 苗場・万座編,1989,Other,Japan
